labels,american,ani,anoth,ask,attack,author,becau,befor,black,case,charg,children,citi,come,commun,control,countri,court,crime,day,death,democrat,depart,did,dont,dure,elect,enforc,famili,feder,fight,govern,group,gun,ha,help,hi,high,home,hou,includ,investig,issu,just,kill,know,later,law,life,live,look,make,man,mani,matter,media,member,month,murder,nation,need,offic,offici,old,onli,peopl,person,place,point,polic,polit,presid,public,recent,report,republican,right,say,school,shooter,shot,sinc,state,student,support,thi,think,time,tri,trump,use,victim,violenc,want,way,week,weon,white,work,year
right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,3,1,0,6,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,1,5,1,1,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0
right,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1
right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,2,1,0,1,0,2,0,1,0,0,3,0,0,0,0,0,5,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,4,2,1,1,0,0,0,2,1,0,0,0,1,0,0,1,1,0,3,0,1,1,2,1,0,0,5,0,0,3,0,1,0,0,1,1,0,0,0,4,0,0,6,0,0,0,0,2,0,1,1,1,0,0,0,2,3
right,0,1,2,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,3,1,1,2,1,0,1,2,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,2,0,1,0,5,1,0,1,0,0,0,0,2,0,2,0,0,8,0,0,1,0,0,0,2,2,0,3,4,0,2,0,4,0,1,0,0,1,0,0,0,2,1
right,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0
right,11,3,1,0,0,4,4,0,0,2,0,0,0,0,0,0,3,3,0,1,0,1,0,5,2,0,0,1,0,0,0,29,5,0,5,1,1,0,0,1,0,0,1,2,0,8,0,17,1,1,1,6,0,0,0,0,0,0,0,7,1,1,5,0,3,7,2,0,4,8,3,1,1,2,0,1,45,0,1,0,0,0,10,1,3,17,1,4,0,0,4,0,0,1,2,0,0,1,1,3
right,0,0,2,0,2,0,0,0,0,0,1,1,13,0,3,1,6,0,4,4,0,0,0,1,0,2,0,0,9,0,1,2,3,2,3,1,9,0,0,2,1,0,1,2,5,1,1,0,0,1,0,0,1,4,0,1,0,2,1,3,0,0,0,0,2,6,0,1,0,0,0,3,1,0,3,0,4,1,0,0,0,0,4,0,0,5,0,2,0,0,3,2,2,0,1,0,1,0,0,0
right,2,0,1,0,0,0,1,0,0,0,1,0,13,2,1,0,3,0,2,0,1,3,0,0,2,1,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,3,0,6,1,0,2,4,0,2,0,1,0,0,0,1,1,0,1,1,4,0,0,10,2,1,1,3,1,0,0,4,1,0,0,0,2,4
right,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
right,4,0,1,1,0,1,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,1,0,4,0,0,1,0,0,0,1,1,1,0,1,2,0,2,0,1,2,0,0,1,0,0,7,0,1,0,0,1,4,2,3,0,0,1,6,0,0,0,1,1,0,0,1,1,0,2,0,0,7,1,2,1,10,0,0,0,0,1,0,0,1,0,1
right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,4,0,11,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
right,10,3,3,1,8,0,13,6,1,0,2,1,1,4,0,0,4,5,4,7,4,18,1,8,2,0,10,0,1,0,0,8,2,0,13,3,11,0,1,2,2,3,0,12,11,5,4,0,5,4,1,1,3,5,2,25,1,1,2,6,3,10,2,0,16,13,1,4,2,3,2,17,4,0,34,0,9,2,0,1,2,6,7,0,3,33,6,9,12,34,6,0,1,1,3,0,1,4,2,11
right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,3,0,0,0,2,0,1,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0
right,0,0,1,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,3,0,0,0,1,0,0,0,5,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,6,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6
right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4
right,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,2,1,3,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,1,0,0,0,1,2,1,3,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,2,0,0,1,0,0,3,0,1,0,7,0,0,0,0,0,1,0,0,0,1
right,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,1,0,2,0,3,0,0,0,6,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
right,0,0,0,0,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,4,3,1,0,3,2,0,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0
right,3,3,2,2,1,1,4,1,1,2,1,0,0,1,1,0,3,0,1,2,3,2,2,3,0,2,0,0,0,0,4,0,1,0,12,1,28,0,0,0,1,0,0,3,4,1,0,0,3,1,2,4,0,0,0,1,1,0,1,3,4,2,0,1,0,3,1,2,2,1,4,11,0,0,0,3,1,1,0,3,2,1,0,0,0,12,0,0,1,23,2,0,1,2,1,2,1,0,1,2
right,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,2,1,1,0,1,2,0,0,1
right,0,1,1,0,0,0,1,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,4,0,4,0,6,0,4,0,0,0,0,12,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,9,3,0,1,0,0,0,0,0,1,0,0,1,1,6
right,5,7,2,0,2,0,6,0,1,3,2,4,0,3,0,0,1,0,5,2,7,5,1,9,0,0,0,0,3,2,0,3,0,0,7,2,15,1,1,1,5,1,0,10,1,4,2,0,2,3,3,3,1,2,1,6,1,2,4,1,1,1,4,0,5,16,3,0,1,0,0,1,3,0,9,0,4,8,0,0,1,3,2,0,1,32,4,3,6,1,2,0,0,5,0,1,0,0,6,7
right,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,5,0,0,3,0,2,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2
right,9,2,1,0,1,2,1,0,0,0,0,0,0,0,1,14,2,0,0,2,0,0,0,0,1,0,2,0,0,0,0,21,1,0,6,1,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1,3,1,0,0,10,1,0,0,2,0,0,1,0,2,7,0,0,1,9,9,1,4,0,6,0,0,0,0,0,0,0,9,0,0,13,8,7,1,1,0,0,0,1,3,1,0,0,3,2
right,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,3,1,1,2,0,0,1,0,4,0,0,2,0,0,0,0,0,2,0,2,2,1,1,1,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,5,0,2,1,1,0,6,0,2,1,0,0,1,0,1,1,1,0,0,0,7
right,0,0,1,0,0,0,1,0,1,0,2,0,2,4,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,1,4,0,8,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,1,1,0,1,0,0,4,1,2,1,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,1,2
right,0,1,0,0,0,0,2,0,4,5,1,0,0,0,0,0,0,1,2,3,11,0,4,1,0,0,0,0,1,4,0,0,0,0,3,0,1,0,0,1,0,0,1,0,3,0,0,1,4,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,3,4,2,1,0,0,0,2,0,0,0,0,1,0,0,3,1,1,4,0,0,3,1,1,0,2,0,1,0,6,0,0,0,1,0,2
right,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,2,3,0,0,0,1,1,2,0,0,0,0,0,0,0,3
right,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,1,8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,10
right,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0
right,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2
right,0,0,2,0,1,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,4
right,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0
right,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,0,0,1,0,0,1,1,1,0,0,6,1,1,0,0,0,0,0,1,1,2,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,1,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,9
right,1,0,0,0,1,3,3,0,3,0,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,7,0,3,0,0,1,1,0,1,1,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,3,3,3,0,1,2,2,0,2,1,0,1,1,2,0,0,1,4,5,2,6,2,2,0,0,2,0,0,1,2,0,0,0,0,1
right,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,5,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,5,3,0,1,0,0,0,0,0,1,0,1,0,0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,7,0,1,4,0,0,0,0,1,0,1,0,0,0,4,0,1,0
right,0,0,1,0,0,0,1,0,0,0,0,2,3,3,3,2,0,0,0,3,0,0,0,0,1,1,6,1,0,0,0,0,0,2,2,1,2,0,0,1,0,0,0,2,1,3,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,4,0,1,1,2,0,1,5,0,0,0,0,0,1,0,6,0,0,0,0,3,6
right,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,4,0,1,0,0,0,0,1,1,1,0,1,1,2,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3
right,0,0,1,0,1,0,0,0,1,1,0,0,9,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,1,0,1,0,11,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
right,9,0,0,0,5,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0,0,1,0,0,13,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,1,5,1,0,0,0,0,5,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0
right,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
right,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,1,0,1,1,0,2,0,4,1,0,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,5,0,0,1,0,0,0,2,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1
right,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6
right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
right,10,7,2,1,0,3,0,1,0,3,0,0,0,0,0,7,1,4,9,2,0,0,0,2,0,0,1,2,0,3,0,51,0,6,6,2,2,1,2,0,0,0,1,4,3,1,2,10,2,2,0,3,0,3,3,3,0,0,0,8,1,0,2,0,1,9,0,0,0,8,8,3,3,0,0,0,9,0,0,0,1,0,9,0,0,10,2,2,0,0,3,1,3,1,2,0,2,0,2,4
left,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0
left,8,3,1,3,0,1,4,8,14,2,1,0,7,2,1,0,2,18,0,10,0,15,7,7,7,3,36,0,0,5,2,2,10,1,13,1,1,1,1,0,3,0,0,3,0,0,6,19,0,1,0,7,0,7,1,0,0,3,0,7,5,1,8,2,5,30,0,5,4,0,3,3,2,2,0,21,24,1,1,0,0,1,51,1,1,10,0,4,1,5,8,0,0,4,4,0,1,5,0,11
left,0,2,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,1,0,7,0,0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,3,1,1,0,0,1,1,0,0,0,0,1,1,1,3,0,1,0,0,0,1,1,0,1,0,1,3,1,0,1,0,1,3,1,0,1,0,2,1,0,0,0,1,0,0,0,0
left,1,0,2,0,2,0,0,0,0,1,0,0,1,6,0,2,0,0,5,0,0,0,0,0,2,2,0,0,0,3,1,2,1,43,10,0,4,1,3,0,1,0,0,1,5,2,0,3,0,1,1,3,2,0,1,1,0,0,4,3,0,0,0,0,2,6,1,1,1,0,1,2,1,2,1,0,3,2,0,1,1,0,5,0,0,6,0,3,1,0,14,1,2,2,1,0,2,0,0,5
left,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,2,0,1,0,2,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,2,0,2,0,2,2,2,0,0,3,0,1,1,0,3,0,1,0,0,0,5,0,0,1
left,1,1,1,0,0,0,2,0,0,10,1,0,0,1,2,2,1,14,0,3,0,0,1,1,2,0,0,0,4,2,1,0,0,14,6,0,11,1,0,0,1,0,1,2,4,1,0,6,1,0,2,1,0,0,1,0,1,2,0,5,0,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,4,1,0,0,2,1,3,0,1,8,2,5,0,0,1,3,20,1,2,0,0,0,0,6
left,10,3,4,2,0,0,4,10,4,0,0,1,3,3,0,2,3,0,2,7,2,1,0,2,4,1,6,0,3,0,0,0,9,0,15,7,54,2,3,4,3,1,2,9,2,5,4,0,1,4,6,4,6,2,0,1,7,4,0,9,1,2,3,6,1,15,5,2,4,1,14,5,2,0,2,9,24,8,9,0,0,3,1,6,4,15,1,7,5,16,5,0,0,4,5,0,0,18,8,10
left,1,0,1,0,8,1,1,2,0,7,0,0,0,0,1,0,1,1,2,4,6,0,0,1,0,0,0,1,1,1,1,0,0,3,3,1,10,4,0,0,3,4,0,4,12,2,2,1,0,1,2,2,4,5,2,6,1,3,7,2,1,0,0,1,1,10,1,1,2,2,0,0,2,0,8,0,1,1,7,5,0,1,1,0,0,7,2,1,0,0,0,2,0,6,3,1,0,0,2,2
left,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
left,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,1,0,1,0,0,2,4,1,0,0,0,0,1,0,1,4,1,1,0,0,1,0,0,1,0,0,2,1,0,1,1,4,0,1,0,0,1,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,1,1,0,1,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1
left,0,0,4,1,10,0,2,5,3,3,0,2,0,1,1,0,1,1,0,8,0,0,0,1,0,2,0,2,5,1,1,0,0,7,4,1,32,3,3,5,9,6,0,3,0,0,1,5,1,6,2,3,0,0,1,4,5,3,2,1,0,1,0,4,6,2,5,1,2,2,1,0,3,2,19,0,0,0,21,8,1,1,1,0,0,7,0,2,0,0,2,0,2,2,2,0,2,0,3,7
left,0,2,3,0,0,0,2,0,4,1,2,0,4,1,1,0,0,2,6,2,0,0,2,1,0,0,5,0,0,0,1,0,1,0,13,0,2,0,0,0,3,3,2,3,2,1,0,0,0,1,0,2,0,1,2,0,0,2,0,0,1,6,0,0,3,18,1,0,0,10,0,0,10,2,2,1,1,1,0,0,0,1,9,0,4,1,0,0,1,0,2,1,2,5,2,1,0,2,4,1
left,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,4,2,0,2,3,5,8,0,0,0,2,2,0,0,2,1,0,0,26,5,1,1,6,0,13,8,0,3,0,1,2,0,5,0,0,0,0,0,2,1,1,4,1,0,2,1,0,0,0,1,0,0,2,1,0,3,2,2,1,0,0,1,1,1,0,0,1,0,0,1,2,0,1,0,0,1,0,5,0,0,3,7,0,0,1
left,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
left,3,1,3,4,0,0,12,1,0,0,0,1,2,3,2,4,11,0,0,4,1,10,0,3,4,3,5,0,1,4,4,10,5,1,12,7,4,0,5,0,7,1,1,2,4,2,1,2,1,5,1,9,0,11,1,3,0,0,1,1,3,0,0,1,0,20,0,3,1,3,0,0,4,5,1,0,11,5,0,0,4,3,7,2,1,3,2,1,3,1,5,1,4,9,4,1,1,0,8,5
left,0,1,0,0,14,2,2,8,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,4,0,0,0,0,1,0,1,2,4,0,8,1,2,0,3,1,0,4,2,2,0,0,1,2,1,0,2,4,1,6,0,0,2,0,0,1,0,2,0,1,4,0,1,3,0,0,0,1,2,0,0,0,1,4,1,0,3,0,0,5,1,3,0,0,3,0,1,1,0,2,1,0,0,3
left,2,3,1,9,1,1,1,2,3,2,1,0,2,5,1,1,3,1,2,5,0,0,14,3,6,1,0,3,0,2,4,1,9,6,12,1,16,2,4,4,3,1,1,5,2,3,3,4,2,0,5,6,3,4,0,1,0,0,0,3,2,10,0,0,6,8,2,2,4,32,0,0,1,2,1,0,1,2,0,3,1,8,10,1,0,13,4,6,2,0,16,0,1,8,2,0,3,3,8,7
left,7,0,1,0,1,1,2,0,0,1,0,0,1,4,0,1,10,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4,2,0,21,0,2,1,1,0,0,0,1,2,0,0,0,0,1,3,0,0,3,5,0,2,0,0,0,8,2,0,0,0,1,12,2,6,0,1,8,2,2,1,0,3,19,1,0,0,0,2,1,0,2,16,2,0,0,2,4,0,2,3,1,0,1,1,0,0
left,10,5,9,5,3,2,6,10,1,4,0,0,0,5,2,3,7,1,1,5,2,4,0,2,3,2,10,1,7,3,2,7,1,4,30,7,78,3,1,1,10,1,2,11,1,5,8,12,2,3,1,7,13,5,2,4,5,5,1,5,2,0,1,8,5,18,7,4,3,1,10,5,2,3,3,9,12,5,13,0,3,5,9,5,8,12,3,14,5,23,9,2,1,6,4,1,2,9,10,21
left,3,6,2,5,1,3,5,9,4,2,1,0,3,8,1,1,9,8,0,13,3,5,0,7,1,4,22,1,2,2,3,4,21,1,9,5,14,0,4,9,11,0,1,6,1,1,9,0,2,2,0,6,0,1,2,3,10,6,0,6,3,2,4,0,4,14,3,1,0,2,17,19,1,0,4,8,13,0,0,0,1,6,6,0,16,16,6,5,4,59,8,1,5,5,2,2,1,9,4,10
left,2,0,0,0,0,0,0,1,0,0,0,0,3,2,0,3,0,0,0,1,0,0,0,1,1,1,0,0,2,0,2,2,0,5,9,2,8,1,0,1,0,0,0,0,0,0,1,0,0,3,1,4,0,1,1,0,1,1,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3,1,0,8,3,2,1,0,0,0,0,5,1,1,1,0,1,1
