labels,american,ani,anoth,ask,attack,author,becau,befor,black,case,charg,children,citi,come,commun,control,countri,court,crime,day,death,democrat,depart,did,dont,dure,elect,enforc,famili,feder,fight,govern,group,gun,ha,help,hi,high,home,hou,includ,investig,issu,just,kill,know,later,law,life,live,look,make,man,mani,matter,media,member,month,murder,nation,need,offic,offici,old,onli,peopl,person,place,point,polic,polit,presid,public,recent,report,republican,right,say,school,shooter,shot,sinc,state,student,support,thi,think,time,tri,trump,use,victim,violenc,want,way,week,weon,white,work,year
right,1,0,1,0,3,1,0,0,0,0,3,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1
right,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
right,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
right,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,0,0,2,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,4,0,0,0,1,1,0,1,0,4,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,0,0,0,2,0,1,0,0,1,0,0,0,4,1,0,0,1,0,5,5,0,0,0,0,0,7,1,0,0,1,0,0,0,0
right,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,1
right,0,2,3,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,4,0,1,0,1,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,1
right,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0
right,0,0,1,0,4,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,4,0,0,0,1,0,0,2,4,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,1,2,0,14,0,0,0,12,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,1,2
right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
right,2,0,1,3,0,4,1,1,0,13,0,0,0,0,0,0,2,0,3,4,0,0,0,1,0,3,0,1,0,4,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
right,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,4,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
right,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
right,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1
right,0,0,3,1,3,1,0,5,0,0,2,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,1,3,0,1,7,0,0,0,0,1,0,1,2,1,1,0,1,1,0,0,1,1,0,0,4,0,1,0,0,0,0,1,0,4,1,0,0,11,0,0,0,0,1,0,0,1,0,3,3,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,2
right,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
right,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,1,0,1,0,1,0,0
right,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,2,2,3,0,0,1,0,1,1,0,0,1,0,0,0,1,1,3,0,0,5,1,0,0,3,0,0,2,1,0,0
right,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,5,0,0,0,1,3,1,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,2,0,0,0,7,1,0,0,0,0,0,0,11
right,0,2,2,0,3,3,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,1,0,0,4,0,0,0,0,3,1,1,7,0,1,0,4,4,0,2,5,1,0,0,2,0,1,0,4,0,0,0,4,1,0,0,0,4,1,0,0,15,1,0,0,10,0,0,1,1,3,0,0,0,0,7,5,1,1,0,0,6,0,0,1,0,0,2,1,0,1,1,0,0,7,1
right,0,2,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,1,2,1,0,8,0,0,1,3,4,0,0,0,1,1,2,0,2,1,0,0,0,5,0,0,0,2,0,0,0,1,0,1,0,2
right,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,4,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,1,1,0,0,0,0
right,0,2,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,3,0,0,5,0,2,1,2,0,0,3,1,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0
right,0,0,0,0,0,1,0,1,0,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,10,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,3
right,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,4,0,0,3,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,1,0,3,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,1,0,0,2,2,2,0,0,0,5,0,0,0,1,0,3,0,7
right,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,0,0,1
right,2,0,0,0,1,1,3,0,4,0,1,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,10,0,5,1,0,0,0,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,3,8,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,0,1
right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
right,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
right,3,1,0,0,2,0,0,1,2,0,0,2,2,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,2,1,0,1,2,0,0,0,16,0,0,2,1,0,0,0,3,1,0,0,2,2,4,2,0,0,1,0,0,5,0,2,0,0,0,1,4,0,1,1,0,0,2,1,0,4,1,1,0,1,1,2,0,0,1,4,3,0,0,1,1,2,0,5
right,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,1,0,1,3,0,0,0,0,1,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,8,0,2,0,0,1,0,3,4,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,4,0,2,1,0,0,1,1,0,1,1,0,10,1,2
right,0,1,1,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1
right,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
right,0,2,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,3,0,0,0,0,6,0,1,1,1,0,0,0,0,1,0,0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,3
right,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,4,0,1,0,0,1,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,4
right,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
right,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,2,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1
right,0,0,0,0,0,1,0,2,0,3,6,0,0,0,1,0,1,0,2,0,5,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,2,2,0,0,0,1,2,0,0,0,1,1,14,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,2,0,1,1,1,0,0,10,1,1,0,0,1,6,2,0,0,1,0,1,2,4,0,0,3,2,0,3,0,11,4,5,1,2,0,3,2,0,0,0,0,1,1,1,0,2,2,0,1,6,2,2,0,0,0,3,0,8,1,1,0,2,2,4
right,0,3,0,2,0,0,0,1,0,3,3,0,0,1,2,0,1,3,0,1,0,0,0,0,0,1,0,0,1,3,1,1,0,1,3,0,5,1,0,0,1,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
right,0,0,1,1,6,4,3,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,1,3,2,2,0,1,0,0,1,2,4,1,2,6,0,0,4,1,0,0,0,0,1,0,2,1,0,7,2,0,3,1,7,0,4,0,0,1,14,0,0,5,2,0,0,0,1,15,5,2,0,1,3,0,8,3,1,0,0,1,2,0,3,0,1,1,0,1,7
right,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,0,7,0,0,0,0,0,4,1,0,0,0,0,0
right,0,0,2,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,10,0,0,4,0,0,0,0,1,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,2,0,0,1,2,2,3,0,2,1,0,1,0,5,1,0,2,0,0,0,2,0,1,0,1,3
right,3,0,1,1,2,1,1,3,1,0,0,4,1,1,0,1,2,0,0,4,0,3,0,0,2,0,1,3,1,0,0,0,0,12,3,0,10,2,2,1,1,0,0,4,7,1,2,10,2,2,1,1,0,1,0,1,0,1,2,1,5,1,1,0,0,3,0,4,1,0,1,2,1,1,3,4,2,0,13,1,4,0,2,1,2,10,1,4,2,1,0,1,4,0,1,1,0,0,3,3
right,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
right,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1
right,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,1,2
right,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,1,0,1,5,0,1,0,0,0,0,0,20,1,0,0,1,1,0,1,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,0,1,6,2,1,0,1,1,0,0,5,0,0,0,0,1,0,0,2,0,0,5,1,0,0,1,0,0,1,1,0,0,1,0,2,2,1,0,0,0,1
right,0,2,2,2,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,2,2,4,0,1,3,0,0,0,1,0,0,0,16,1,1,0,0,0,0,2,2,3,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,3,1,1,1,5,0,0,0,1,0,0,1,2,1,2,3,0,0,0,0,2,0,3,1,0,1,6,1,0,0,2,0,0,2,1
right,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
right,1,1,0,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,3,2,2,0,2,2,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,1,0,0,0,1,3,0,0,1,1,0,0,4,0,0,1,1,4,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,4,1,0,1,3,0,1,0
right,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
right,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
right,0,1,2,5,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,29,2,1,1,0,0,0,3,0,1,1,0,5,4,3,6,6,0,0,0,1,0,0,0,1,1,0,2,3,2,0,0,1,0,0,0,0,0,0,0,1,2,2,0,2,1,3,0,0,11,3,4,1,0,1,0,0,5,4,0,0,0,0,2
right,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
right,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,3,2,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1
right,0,1,2,0,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,1,1,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,3,0,2,0,0,0,5,0,1,0,0,0,0,0,0
right,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,0,2,0,1,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
right,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,2,1
right,0,0,0,0,1,0,2,0,0,0,0,3,1,0,1,1,0,0,0,8,0,0,3,0,0,2,0,1,3,0,0,0,0,0,7,0,4,1,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,3,0,0,0,3,3,2,1,0,0,2,0,3,0,0,4,1,2,0,0,0,18,1,1,1,4,5,0,2,0,2,0,0,0,0,0,1,0,2,0,0,1,7
right,2,0,0,0,0,0,0,2,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,3,0,25,0,1,0,0,0,0,9,7,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,3,7,0,2,2,2,0,2,0,0,0,2,7,0,0,0,0,2,2,0,0,0,0,1,1,9,4,0,0,1,0,0,0,0,0,0,8,12
right,0,0,1,1,0,2,1,2,1,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,9,0,9,1,1,1,0,0,7,0,1,0,0,2,1,0,0,0,0,0,4,0,0,0,0,2,3,4,0,3,3,0,0,2,0,0,0,0,3,0,1,0,0,0,2,2,3,0,0,6,1,1,0,0,0,6,0,0,0,0,0,0,5,5
right,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,0,0,7,0,0,0,0,0,0,0,0,11,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
right,2,0,0,3,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,2,4,0,0,0,0,0,2
right,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,3,0,0,1,1,0,2,0,2,0,1
